"pseudo_11","pseudo_2","dist_3","dist_76","dist_18","dist_62","dist_93","pseudo_13","dist_75","pseudo_14","pseudo_4","pseudo_15","pseudo_6","pseudo_20","dist_47","dist_17","pseudo_1","dist_77","pseudo_10","dist_91","pseudo_16","pseudo_9","dist_16","dist_2","pseudo_17","dist_72","pseudo_7","dist_78","dist_1","pseudo_19","comp_16","ss_1","dist_26","ss_3","tran_18","dist_29","pseudo_8","dist_69","aac_8","dist_23","pseudo_3","comp_15","dist_7","dist_20","pseudo_12","dist_10","comp_4","dist_70","comp_5","dist_58","comp_18","dist_4","comp_2","dist_21","dist_56","ss_2","comp_10","dist_96","dist_105","dist_90","dist_44","dist_53","tran_6","dist_85","pseudo_18","dist_63","dist_67","dist_50","dist_102","dist_13","dist_79","dist_61","dist_82","comp_17","dist_59","comp_11","dist_97","dist_64","dist_14","dist_87","dist_99","ss_6","dist_73","tran_16","dist_88","dist_34","dist_24","dist_94","tran_17","dist_6","dist_28","dist_27","dist_68","dist_84","comp_1","tran_2","pseudo_5","tran_3","tran_10","tran_21","comp_3","tran_20","dist_81","dist_15","tran_19","ss_4","dist_89","dist_19","dist_100","comp_6","tran_1","dist_38","dist_103","aac_1","dist_71","dist_8","dist_22","tran_5","comp_13","comp_19","dist_83","dist_66","dist_30","dist_37","dist_49","dist_52","dist_55","dist_5","dist_40","dist_65","dist_9","Output"
0.690477025,0.690477025,3.448275862,34.48275862,34.48275862,3.448275862,6.896551724,0.690477025,0,0,0,1.38095405,0,3.452385125,3.448275862,3.448275862,1.38095405,3.448275862,0.690477025,3.448275862,2.071431075,0,6.896551724,6.896551724,2.7619081,0,0,13.79310345,79.31034483,0,20.68965517,0,65.51724138,0.350985222,0.321428571,79.31034483,2.071431075,0,0.103448276,37.93103448,0.690477025,0,79.31034483,17.24137931,0.690477025,82.75862069,62.06896552,82.75862069,27.5862069,100,31.03448276,79.31034483,48.27586207,34.48275862,65.51724138,0.184729064,41.37931034,10.34482759,75.86206897,100,100,51.72413793,0.107142857,65.51724138,0,0,82.75862069,20.68965517,41.37931034,96.55172414,34.48275862,82.75862069,48.27586207,48.27586207,86.20689655,48.27586207,51.72413793,82.75862069,100,79.31034483,27.5862069,0,96.55172414,0.214285714,96.55172414,24.13793103,34.48275862,31.03448276,0.142857143,24.13793103,100,82.75862069,44.82758621,58.62068966,10.34482759,0.035714286,2.7619081,0.428571429,0.392857143,0.035714286,41.37931034,0.464285714,20.68965517,86.20689655,0.107142857,0,86.20689655,20.68965517,72.4137931,10.34482759,0.107142857,44.82758621,100,0.068965517,68.96551724,44.82758621,48.27586207,0.107142857,6.896551724,55.17241379,31.03448276,0,96.55172414,37.93103448,13.79310345,44.82758621,75.86206897,13.79310345,65.51724138,20.68965517,37.93103448,1
1.3513287,0,16.66666667,10,90,3.333333333,40,0,56.66666667,0.67566435,0,0,0.67566435,2.02699305,6.666666667,6.666666667,2.02699305,16.66666667,2.7026574,3.333333333,2.02699305,0,3.333333333,3.333333333,1.3513287,56.66666667,0,3.333333333,6.666666667,0,20,0,63.33333333,0.237931034,0.310344828,96.66666667,4.72965045,56.66666667,0.233333333,46.66666667,0.67566435,3.333333333,6.666666667,20,0,6.666666667,60,0,36.66666667,100,36.66666667,6.666666667,50,90,56.66666667,0.296551724,50,40,93.33333333,100,100,43.33333333,0,73.33333333,0,56.66666667,0,20,70,56.66666667,10,0,56.66666667,43.33333333,96.66666667,46.66666667,43.33333333,0,100,66.66666667,53.33333333,0,0,0.172413793,96.66666667,23.33333333,90,20,0.172413793,23.33333333,100,90,46.66666667,40,6.666666667,0,2.02699305,0.482758621,0.551724138,0.034482759,43.33333333,0.310344828,6.666666667,96.66666667,0.103448276,0,93.33333333,16.66666667,73.33333333,3.333333333,0.137931034,53.33333333,100,0.1,73.33333333,53.33333333,43.33333333,0.068965517,0,76.66666667,43.33333333,56.66666667,90,43.33333333,13.33333333,53.33333333,80,13.33333333,63.33333333,23.33333333,43.33333333,1
0.709199263,0,36.36363636,4.545454545,50,4.545454545,9.090909091,0,0,0.709199263,0,1.418398526,0,2.127597788,13.63636364,36.36363636,2.127597788,9.090909091,1.418398526,4.545454545,0.709199263,0,4.545454545,4.545454545,2.836797051,0,1.418398526,13.63636364,45.45454545,0,27.27272727,0.017316017,81.81818182,0.242424242,0.19047619,95.45454545,0.709199263,0,0.045454545,59.09090909,0,0,45.45454545,45.45454545,0,45.45454545,59.09090909,0,36.36363636,77.27272727,18.18181818,45.45454545,50,50,86.36363636,0.287878788,40.90909091,9.090909091,77.27272727,72.72727273,77.27272727,59.09090909,0.095238095,45.45454545,0,0,0,36.36363636,31.81818182,63.63636364,4.545454545,0,40.90909091,54.54545455,100,54.54545455,54.54545455,0,77.27272727,68.18181818,22.72727273,0,0,0.333333333,90.90909091,50,50,36.36363636,0.095238095,50,100,50,50,27.27272727,9.090909091,0.095238095,1.418398526,0.142857143,0.428571429,0,40.90909091,0.285714286,13.63636364,100,0.19047619,0.045454545,100,13.63636364,81.81818182,4.545454545,0.095238095,22.72727273,100,0.136363636,72.72727273,22.72727273,27.27272727,0,0,59.09090909,54.54545455,0,50,59.09090909,9.090909091,22.72727273,40.90909091,9.090909091,86.36363636,22.72727273,59.09090909,1
1.58423706,0.52807902,2.325581395,9.302325581,34.88372093,2.325581395,32.55813953,1.05615804,0,0.52807902,0,0.52807902,0,1.05615804,2.325581395,2.325581395,2.11231608,2.325581395,1.05615804,2.325581395,0,0,4.651162791,4.651162791,0.52807902,0,1.58423706,4.651162791,16.27906977,1.58423706,34.88372093,0.03765227,67.44186047,0.372093023,0.142857143,90.69767442,4.752711179,0,0.209302326,46.51162791,3.696553139,0,62.79069767,20.93023256,1.05615804,79.06976744,34.88372093,83.72093023,39.53488372,81.39534884,39.53488372,39.53488372,41.86046512,41.86046512,69.76744186,0.11406423,32.55813953,32.55813953,100,97.6744186,97.6744186,58.13953488,0.214285714,74.41860465,1.05615804,0,79.06976744,20.93023256,93.02325581,95.34883721,18.60465116,79.06976744,41.86046512,25.58139535,97.6744186,41.86046512,30.23255814,79.06976744,100,53.48837209,44.18604651,0,95.34883721,0.19047619,95.34883721,20.93023256,65.11627907,11.62790698,0.380952381,20.93023256,97.6744186,83.72093023,46.51162791,39.53488372,30.23255814,0.214285714,0,0.238095238,0.285714286,0.119047619,27.90697674,0.095238095,16.27906977,86.04651163,0.357142857,0.046511628,100,9.302325581,55.81395349,25.58139535,0.261904762,30.23255814,86.04651163,0.093023256,69.76744186,37.20930233,30.23255814,0.19047619,6.976744186,53.48837209,58.13953488,0,100,44.18604651,9.302325581,30.23255814,48.8372093,13.95348837,69.76744186,23.25581395,41.86046512,1
0.701991463,0,4.166666667,25,16.66666667,4.166666667,8.333333333,0,0,0.701991463,0,1.403982926,0,0.701991463,4.166666667,4.166666667,0,4.166666667,0,4.166666667,3.509957314,0,8.333333333,8.333333333,2.105974389,0,0,12.5,79.16666667,0,4.166666667,0,25,0.510869565,0.391304348,79.16666667,2.807965851,0,0.166666667,4.166666667,0.701991463,0,79.16666667,4.166666667,0,79.16666667,79.16666667,0,12.5,87.5,50,79.16666667,58.33333333,16.66666667,79.16666667,0.032608696,50,12.5,87.5,87.5,87.5,45.83333333,0,25,0.701991463,0,0,25,54.16666667,79.16666667,25,0,25,45.83333333,100,41.66666667,45.83333333,0,87.5,70.83333333,37.5,0,0,0.043478261,25,16.66666667,16.66666667,25,0.043478261,16.66666667,100,16.66666667,50,58.33333333,4.166666667,0.043478261,3.509957314,0.391304348,0.47826087,0.043478261,37.5,0.47826087,37.5,100,0.043478261,0,100,29.16666667,70.83333333,8.333333333,0.043478261,50,100,0,75,50,50,0.173913043,0,54.16666667,33.33333333,0,91.66666667,29.16666667,20.83333333,50,66.66666667,20.83333333,83.33333333,25,29.16666667,1
0.439234209,0.878468418,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,0.439234209,86.66666667,0.439234209,0.439234209,0.439234209,0.439234209,0.439234209,13.33333333,13.33333333,1.317702627,10,0.878468418,13.33333333,0.439234209,0.439234209,10,10,0.878468418,40,0,33.33333333,6.666666667,0.878468418,46.66666667,0.074712644,26.66666667,0.429885057,0.24137931,86.66666667,1.756936835,40,0.133333333,16.66666667,0,6.666666667,56.66666667,13.33333333,2.196171044,63.33333333,40,63.33333333,16.66666667,100,23.33333333,20,46.66666667,20,43.33333333,0.029885057,36.66666667,10,80,93.33333333,100,26.66666667,0.137931034,63.33333333,0.439234209,40,56.66666667,13.33333333,66.66666667,96.66666667,16.66666667,6.666666667,53.33333333,30,86.66666667,20,33.33333333,6.666666667,100,73.33333333,50,0,96.66666667,0.24137931,100,13.33333333,53.33333333,23.33333333,0.172413793,3.333333333,100,63.33333333,43.33333333,50,30,0.172413793,0,0.137931034,0.137931034,0.172413793,23.33333333,0.206896552,33.33333333,83.33333333,0.24137931,0.133333333,83.33333333,33.33333333,70,43.33333333,0.24137931,50,100,0.1,70,53.33333333,50,0.379310345,23.33333333,43.33333333,26.66666667,40,96.66666667,23.33333333,30,46.66666667,70,33.33333333,36.66666667,23.33333333,16.66666667,1
4.570984452,0,1.724137931,6.896551724,5.172413793,1.724137931,18.96551724,0,0,1.305995558,0,0.652997779,0,4.570984452,1.724137931,1.724137931,7.835973346,1.724137931,1.958993337,1.724137931,3.264988894,1.305995558,8.620689655,8.620689655,2.611991115,0,0,10.34482759,10.34482759,0,37.93103448,0.139443436,62.06896552,0.259528131,0.157894737,91.37931034,4.570984452,0,0.120689655,36.20689655,3.264988894,0,24.13793103,17.24137931,0.652997779,31.03448276,50,12.06896552,37.93103448,100,31.03448276,10.34482759,53.44827586,5.172413793,63.79310345,0.118572293,48.27586207,25.86206897,96.55172414,93.10344828,100,36.20689655,0.122807018,82.75862069,1.305995558,0,12.06896552,17.24137931,55.17241379,44.82758621,20.68965517,12.06896552,56.89655172,31.03448276,91.37931034,39.65517241,60.34482759,12.06896552,100,55.17241379,43.10344828,0.5,12.06896552,0.315789474,100,13.79310345,13.79310345,27.5862069,0.228070175,13.79310345,100,25.86206897,50,46.55172414,10.34482759,0.035087719,0,0.50877193,0.49122807,0.087719298,36.20689655,0.298245614,31.03448276,91.37931034,0.087719298,0.103448276,96.55172414,43.10344828,81.03448276,12.06896552,0.140350877,60.34482759,100,0.206896552,74.13793103,56.89655172,60.34482759,0.087719298,1.724137931,68.96551724,41.37931034,0,77.5862069,36.20689655,43.10344828,60.34482759,84.48275862,32.75862069,63.79310345,25.86206897,36.20689655,1
0,0.977816508,3.125,9.375,6.25,3.125,9.375,0,0,0.488908254,0,0.977816508,0,0.488908254,3.125,3.125,1.955633016,3.125,0,3.125,1.466724762,0.488908254,12.5,9.375,0,0,0,18.75,25,1.955633016,28.125,0,56.25,0.52016129,0.290322581,78.125,1.955633016,0,0.125,43.75,2.44454127,0,56.25,3.125,0.977816508,75,46.875,84.375,18.75,96.875,43.75,31.25,56.25,9.375,62.5,0.012096774,34.375,15.625,87.5,96.875,96.875,50,0.161290323,71.875,0.488908254,0,71.875,31.25,62.5,100,12.5,25,25,28.125,78.125,31.25,40.625,25,96.875,75,37.5,0,100,0.129032258,100,6.25,34.375,12.5,0.290322581,3.125,96.875,71.875,46.875,56.25,28.125,0.096774194,0.977816508,0.129032258,0.193548387,0.129032258,15.625,0.322580645,31.25,68.75,0.290322581,0,81.25,21.875,59.375,34.375,0.322580645,50,96.875,0.125,68.75,40.625,50,0.322580645,12.5,40.625,34.375,0,100,34.375,18.75,40.625,87.5,18.75,46.875,21.875,6.25,1
2.908466267,0,1.5625,1.5625,15.625,1.5625,3.125,0,26.5625,0,0.581693253,0,0,3.490159521,1.5625,1.5625,8.143705548,3.125,5.235239281,1.5625,2.326773014,0,3.125,3.125,3.490159521,26.5625,0,6.25,6.25,1.74507976,39.0625,0.244047619,56.25,0.119047619,0.174603175,82.8125,4.071852774,26.5625,0.109375,43.75,1.163386507,1.5625,26.5625,23.4375,3.490159521,78.125,50,84.375,34.375,98.4375,21.875,20.3125,53.125,20.3125,56.25,0.152777778,50,14.0625,93.75,89.0625,98.4375,43.75,0.031746032,81.25,0.581693253,26.5625,78.125,23.4375,65.625,92.1875,20.3125,20.3125,53.125,39.0625,82.8125,34.375,53.125,20.3125,98.4375,59.375,35.9375,0.4,92.1875,0.349206349,98.4375,25,84.375,28.125,0.142857143,25,98.4375,87.5,48.4375,34.375,14.0625,0.095238095,0,0.285714286,0.333333333,0.063492063,32.8125,0.285714286,12.5,100,0.158730159,0.171875,100,26.5625,70.3125,15.625,0.126984127,51.5625,100,0.21875,70.3125,53.125,51.5625,0.142857143,9.375,65.625,45.3125,26.5625,100,48.4375,26.5625,51.5625,73.4375,18.75,70.3125,25,45.3125,1
3.710224297,0.530032042,1.149425287,1.149425287,1.149425287,1.149425287,1.149425287,0.530032042,100,1.590096127,3.180192254,3.710224297,1.060064085,2.650160212,3.448275862,3.448275862,7.420448594,5.747126437,0,6.896551724,3.710224297,0,4.597701149,4.597701149,3.180192254,85.05747126,0.530032042,3.448275862,2.298850575,0,33.33333333,0.030740444,66.66666667,0.391472868,0.279069767,100,3.180192254,43.67816092,0.068965517,44.82758621,6.360384509,9.195402299,44.82758621,17.24137931,1.590096127,66.66666667,52.87356322,18.3908046,31.03448276,98.85057471,43.67816092,26.43678161,45.97701149,10.34482759,66.66666667,0.089414595,44.82758621,12.64367816,91.95402299,97.70114943,98.85057471,44.82758621,0.127906977,60.91954023,3.180192254,17.24137931,10.34482759,16.09195402,50.57471264,100,13.79310345,2.298850575,31.03448276,22.98850575,100,39.08045977,55.17241379,2.298850575,98.85057471,74.71264368,25.28735632,0,28.73563218,0.162790698,100,16.09195402,47.12643678,34.48275862,0.209302326,16.09195402,98.85057471,67.81609195,51.72413793,54.02298851,28.73563218,0.162790698,0,0.244186047,0.290697674,0.058139535,25.28735632,0.186046512,32.18390805,93.10344828,0.302325581,0.057471264,93.10344828,25.28735632,75.86206897,16.09195402,0.197674419,50.57471264,98.85057471,0.16091954,74.71264368,50.57471264,50.57471264,0.162790698,4.597701149,47.12643678,51.72413793,26.43678161,93.10344828,47.12643678,31.03448276,52.87356322,78.16091954,24.13793103,67.81609195,25.28735632,47.12643678,1
1.627097155,0.542365718,2.5,2.5,2.5,2.5,2.5,0.542365718,67.5,0.542365718,1.084731437,0.542365718,2.169462874,1.627097155,10,10,2.711828592,10,0.542365718,5,3.796560029,0,5,5,1.084731437,32.5,0.542365718,7.5,15,0,37.5,0.107692308,32.5,0.284615385,0.205128205,87.5,0.542365718,27.5,0.025,25,0.542365718,15,27.5,15,0,35,55,35,32.5,95,30,20,40,2.5,70,0.133333333,42.5,7.5,95,90,95,32.5,0.102564103,37.5,1.084731437,15,35,17.5,77.5,67.5,12.5,35,25,32.5,100,45,57.5,35,95,75,52.5,0,35,0.128205128,67.5,12.5,35,25,0.205128205,12.5,100,65,55,52.5,22.5,0.230769231,2.169462874,0.230769231,0.205128205,0.051282051,37.5,0.384615385,40,100,0.307692308,0.4,100,40,80,12.5,0.128205128,52.5,100,0.125,77.5,52.5,57.5,0.128205128,2.5,50,72.5,15,92.5,62.5,37.5,47.5,60,40,85,25,62.5,1
2.139303596,0,2.272727273,2.272727273,2.272727273,2.272727273,2.272727273,1.604477697,93.18181818,1.069651798,2.674129495,1.069651798,3.208955394,1.604477697,6.818181818,9.090909091,2.674129495,9.090909091,0,4.545454545,1.604477697,0,4.545454545,4.545454545,1.069651798,70.45454545,0,4.545454545,18.18181818,0,40.90909091,0.22832981,68.18181818,0.274312896,0.186046512,93.18181818,1.604477697,52.27272727,0.068181818,52.27272727,1.604477697,25,47.72727273,34.09090909,0,68.18181818,47.72727273,0,36.36363636,100,36.36363636,36.36363636,34.09090909,2.272727273,63.63636364,0.020613108,40.90909091,6.818181818,100,100,100,45.45454545,0.093023256,70.45454545,1.069651798,18.18181818,0,13.63636364,65.90909091,93.18181818,34.09090909,0,61.36363636,22.72727273,93.18181818,43.18181818,50,0,100,77.27272727,43.18181818,0,0,0.139534884,95.45454545,11.36363636,22.72727273,15.90909091,0.209302326,11.36363636,100,65.90909091,45.45454545,43.18181818,31.81818182,0.255813953,0.534825899,0.186046512,0.255813953,0.11627907,34.09090909,0.209302326,29.54545455,86.36363636,0.348837209,0.340909091,97.72727273,25,79.54545455,15.90909091,0.209302326,56.81818182,95.45454545,0.113636364,72.72727273,56.81818182,43.18181818,0.209302326,0,45.45454545,20.45454545,29.54545455,86.36363636,22.72727273,27.27272727,56.81818182,84.09090909,25,61.36363636,20.45454545,22.72727273,1
1.4715586,1.962078134,2.380952381,2.380952381,2.380952381,2.380952381,2.380952381,0.490519533,92.85714286,0.490519533,0.490519533,1.4715586,0.981039067,1.962078134,11.9047619,11.9047619,2.452597667,4.761904762,0.490519533,14.28571429,0,0.490519533,4.761904762,4.761904762,1.4715586,73.80952381,1.962078134,11.9047619,7.142857143,0,52.38095238,0.030197445,80.95238095,0.447735192,0.073170732,97.61904762,2.452597667,40.47619048,0.119047619,64.28571429,0.981039067,7.142857143,40.47619048,30.95238095,0.981039067,73.80952381,40.47619048,33.33333333,38.0952381,100,26.19047619,11.9047619,40.47619048,7.142857143,80.95238095,0.046457607,33.33333333,4.761904762,83.33333333,100,100,64.28571429,0.170731707,69.04761905,0,40.47619048,26.19047619,28.57142857,52.38095238,97.61904762,19.04761905,7.142857143,45.23809524,21.42857143,97.61904762,45.23809524,57.14285714,7.142857143,100,80.95238095,23.80952381,0.5,90.47619048,0.317073171,97.61904762,28.57142857,26.19047619,30.95238095,0.341463415,28.57142857,100,45.23809524,52.38095238,57.14285714,35.71428571,0.170731707,0,0.195121951,0.341463415,0.195121951,23.80952381,0.12195122,23.80952381,95.23809524,0.390243902,0.047619048,95.23809524,21.42857143,76.19047619,21.42857143,0.414634146,52.38095238,100,0.119047619,71.42857143,45.23809524,42.85714286,0.146341463,14.28571429,45.23809524,35.71428571,40.47619048,90.47619048,50,16.66666667,42.85714286,59.52380952,21.42857143,64.28571429,23.80952381,50,1
2.987026798,1.493513399,1.5625,1.5625,1.5625,1.5625,1.5625,0.4978378,87.5,0.995675599,2.489188999,0.4978378,2.489188999,1.493513399,6.25,6.25,3.484864598,9.375,1.991351199,4.6875,2.489188999,0.4978378,3.125,3.125,2.987026798,54.6875,0,3.125,10.9375,0.4978378,39.0625,0.080605159,78.125,0.239831349,0.142857143,95.3125,2.987026798,46.875,0.09375,53.125,0,15.625,26.5625,20.3125,0.995675599,57.8125,53.125,25,28.125,98.4375,26.5625,17.1875,42.1875,15.625,85.9375,0.195436508,45.3125,14.0625,92.1875,90.625,98.4375,56.25,0.111111111,57.8125,0.995675599,10.9375,17.1875,23.4375,71.875,87.5,12.5,12.5,37.5,34.375,100,35.9375,51.5625,12.5,98.4375,54.6875,35.9375,0.5,62.5,0.222222222,98.4375,20.3125,34.375,28.125,0.301587302,20.3125,100,57.8125,50,35.9375,23.4375,0.19047619,1.991351199,0.349206349,0.365079365,0.031746032,34.375,0.26984127,21.875,100,0.222222222,0.125,100,28.125,79.6875,18.75,0.063492063,42.1875,100,0.109375,78.125,42.1875,50,0.222222222,7.8125,53.125,76.5625,18.75,76.5625,56.25,26.5625,42.1875,70.3125,29.6875,82.8125,29.6875,56.25,1
2.645376108,2.116300886,1.470588235,1.470588235,1.470588235,1.470588235,1.470588235,2.116300886,86.76470588,0.529075222,2.645376108,2.116300886,2.645376108,2.645376108,2.941176471,2.941176471,1.587225665,5.882352941,2.645376108,5.882352941,3.703526551,0,4.411764706,10.29411765,3.703526551,38.23529412,1.058150443,2.941176471,2.941176471,0.529075222,33.82352941,0.098770852,63.23529412,0.240342406,0.208955224,94.11764706,1.587225665,32.35294118,0.044117647,45.58823529,0.529075222,14.70588235,36.76470588,11.76470588,0,52.94117647,48.52941176,60.29411765,33.82352941,97.05882353,29.41176471,11.76470588,36.76470588,23.52941176,79.41176471,0.175812116,36.76470588,17.64705882,91.17647059,89.70588235,97.05882353,47.05882353,0.104477612,60.29411765,1.058150443,4.411764706,58.82352941,16.17647059,69.11764706,100,17.64705882,23.52941176,36.76470588,36.76470588,98.52941176,45.58823529,61.76470588,23.52941176,97.05882353,66.17647059,42.64705882,1,100,0.358208955,100,19.11764706,57.35294118,30.88235294,0.149253731,19.11764706,98.52941176,67.64705882,51.47058824,41.17647059,25,0.23880597,2.116300886,0.223880597,0.417910448,0.134328358,38.23529412,0.208955224,22.05882353,98.52941176,0.268656716,0.147058824,98.52941176,32.35294118,85.29411765,17.64705882,0.164179104,48.52941176,98.52941176,0.044117647,76.47058824,48.52941176,48.52941176,0.104477612,5.882352941,41.17647059,61.76470588,8.823529412,100,57.35294118,32.35294118,44.11764706,72.05882353,33.82352941,79.41176471,25,57.35294118,1
1.704774174,0,2.325581395,2.325581395,2.325581395,2.325581395,2.325581395,0.568258058,72.09302326,1.136516116,1.136516116,1.136516116,1.136516116,1.704774174,11.62790698,11.62790698,3.409548348,11.62790698,2.273032232,9.302325581,0.568258058,0,9.302325581,9.302325581,1.136516116,67.44186047,0,20.93023256,4.651162791,0,34.88372093,0,62.79069767,0.356035437,0.261904762,95.34883721,3.977806406,55.81395349,0.162790698,39.53488372,0.568258058,9.302325581,20.93023256,16.27906977,1.704774174,55.81395349,53.48837209,6.976744186,30.23255814,100,30.23255814,6.976744186,41.86046512,2.325581395,62.79069767,0.167774086,41.86046512,2.325581395,83.72093023,100,100,48.8372093,0.095238095,72.09302326,0.568258058,18.60465116,4.651162791,18.60465116,60.46511628,72.09302326,6.976744186,4.651162791,30.23255814,34.88372093,95.34883721,41.86046512,51.1627907,4.651162791,100,67.44186047,37.20930233,0,23.25581395,0.30952381,95.34883721,16.27906977,6.976744186,30.23255814,0.19047619,16.27906977,100,69.76744186,51.1627907,58.13953488,18.60465116,0.142857143,1.704774174,0.357142857,0.333333333,0.047619048,39.53488372,0.214285714,37.20930233,97.6744186,0.19047619,0,97.6744186,32.55813953,79.06976744,16.27906977,0.095238095,58.13953488,100,0.139534884,79.06976744,58.13953488,48.8372093,0.119047619,6.976744186,67.44186047,39.53488372,18.60465116,97.6744186,48.8372093,32.55813953,55.81395349,79.06976744,32.55813953,69.76744186,30.23255814,48.8372093,1
1.608879611,0,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.072586407,89.83050847,1.608879611,2.145172814,0.536293204,3.217759221,1.608879611,3.389830508,3.389830508,1.608879611,10.16949153,0.536293204,10.16949153,2.145172814,0.536293204,13.55932203,13.55932203,3.217759221,40.6779661,1.072586407,3.389830508,3.389830508,0.536293204,32.20338983,0.100233781,44.06779661,0.24956166,0.224137931,89.83050847,1.608879611,32.20338983,0.050847458,27.11864407,3.217759221,16.94915254,33.89830508,11.86440678,1.072586407,55.93220339,42.37288136,5.084745763,35.59322034,94.91525424,30.50847458,11.86440678,32.20338983,22.03389831,62.71186441,0.167445938,33.89830508,16.94915254,93.22033898,76.27118644,94.91525424,33.89830508,0.120689655,84.74576271,2.145172814,8.474576271,5.084745763,15.25423729,67.79661017,100,11.86440678,5.084745763,33.89830508,37.28813559,98.30508475,44.06779661,59.3220339,5.084745763,94.91525424,64.40677966,54.23728814,0.5,100,0.25862069,100,23.72881356,59.3220339,37.28813559,0.224137931,23.72881356,98.30508475,79.66101695,54.23728814,47.45762712,33.89830508,0.172413793,2.145172814,0.327586207,0.327586207,0.172413793,33.89830508,0.25862069,30.50847458,98.30508475,0.189655172,0.101694915,98.30508475,38.98305085,79.66101695,22.03389831,0.189655172,54.23728814,98.30508475,0.050847458,76.27118644,57.62711864,54.23728814,0.25862069,3.389830508,40.6779661,54.23728814,11.86440678,100,50.84745763,38.98305085,54.23728814,71.18644068,30.50847458,79.66101695,23.72881356,50.84745763,1
2.943639296,0.588727859,1.538461538,1.538461538,1.538461538,1.538461538,1.538461538,1.766183578,49.23076923,0,2.354911437,1.766183578,3.532367156,0,4.615384615,4.615384615,2.943639296,16.92307692,2.943639296,18.46153846,2.354911437,0.588727859,15.38461538,16.92307692,5.298550733,40,0.588727859,7.692307692,3.076923077,1.177455719,43.07692308,0.113942308,49.23076923,0.308413462,0.1875,83.07692308,2.354911437,33.84615385,0.061538462,32.30769231,1.766183578,15.38461538,23.07692308,20,3.532367156,40,49.23076923,27.69230769,30.76923077,98.46153846,27.69230769,10.76923077,43.07692308,6.153846154,70.76923077,0.093269231,40,36.92307692,95.38461538,87.69230769,98.46153846,41.53846154,0.125,52.30769231,0,4.615384615,10.76923077,21.53846154,80,96.92307692,12.30769231,3.076923077,32.30769231,29.23076923,100,40,55.38461538,3.076923077,98.46153846,64.61538462,63.07692308,0,96.92307692,0.203125,98.46153846,21.53846154,12.30769231,30.76923077,0.25,21.53846154,100,36.92307692,60,50.76923077,32.30769231,0.1875,1.766183578,0.21875,0.375,0.171875,24.61538462,0.28125,26.15384615,100,0.203125,0.292307692,100,47.69230769,72.30769231,20,0.1875,63.07692308,100,0.076923077,78.46153846,63.07692308,63.07692308,0.140625,10.76923077,33.84615385,70.76923077,15.38461538,96.92307692,38.46153846,43.07692308,58.46153846,75.38461538,52.30769231,72.30769231,30.76923077,38.46153846,1
3.458286333,0.576381055,2.380952381,2.380952381,2.380952381,2.380952381,2.380952381,1.729143166,78.57142857,0.576381055,1.729143166,0.576381055,2.305524222,0.576381055,4.761904762,4.761904762,1.152762111,9.523809524,0.576381055,7.142857143,3.458286333,0,11.9047619,19.04761905,2.305524222,45.23809524,0.576381055,4.761904762,4.761904762,0,42.85714286,0.083042973,69.04761905,0.308943089,0.170731707,100,1.729143166,33.33333333,0.071428571,35.71428571,1.152762111,16.66666667,33.33333333,14.28571429,0.576381055,50,50,30.95238095,35.71428571,95.23809524,35.71428571,16.66666667,38.0952381,2.380952381,71.42857143,0.132404181,42.85714286,21.42857143,95.23809524,100,95.23809524,47.61904762,0.097560976,59.52380952,0,11.9047619,30.95238095,16.66666667,80.95238095,100,16.66666667,30.95238095,35.71428571,21.42857143,100,42.85714286,61.9047619,30.95238095,95.23809524,78.57142857,52.38095238,0,59.52380952,0.12195122,85.71428571,9.523809524,21.42857143,38.0952381,0.292682927,9.523809524,97.61904762,30.95238095,54.76190476,54.76190476,28.57142857,0.219512195,1.152762111,0.243902439,0.341463415,0.195121951,33.33333333,0.268292683,19.04761905,97.61904762,0.268292683,0.095238095,97.61904762,38.0952381,73.80952381,14.28571429,0.243902439,57.14285714,97.61904762,0.047619048,76.19047619,57.14285714,57.14285714,0.170731707,4.761904762,38.0952381,52.38095238,11.9047619,59.52380952,47.61904762,38.0952381,57.14285714,78.57142857,38.0952381,71.42857143,21.42857143,47.61904762,1
